"","cause_name","sex","ageGroup","yld_nm_mean","yld_nm_upper","yld_nm_lower","yld_rt_mean","yld_rt_upper","yld_rt_lower","yll_nm_mean","yll_nm_upper","yll_nm_lower","yll_rt_mean","yll_rt_upper","yll_rt_lower"
"1242","Ischemic stroke","Male","25-44",2761.93,3768.2825,1900.90025,26.682,36.38485,18.377395,2343.3525,3815.8575,1367.1345,22.6080025,36.82695,13.1771025
"1243","Ischemic stroke","Male","45-64",17232.0225,21061.525,13597.24,187.1692,228.483725,147.968075,18970.455,25014.975,13965.3825,209.07065,274.835,154.302875
"1244","Ischemic stroke","Male","65+",81463.15,96145.15,66139.5,838.9985,991.2715,680.169,184041,237803.75,153199.8,1770.847,2289.2125,1462.3305
"1245","Kidney and other urinary organ cancers","Female","00-14",51.3814,210.989,0,0.438797,1.6189165,0,2429.69,7114.085,603.7355,17.2043,46.50575,4.662355
"1246","Kidney and other urinary organ cancers","Female","15-24",12.988175,143.6955,0,0.1262027,1.396015,0,947.074,4251.02,49.05865,9.211225,41.3478,0.476306
"1247","Kidney and other urinary organ cancers","Female","25-44",102.2895,447.2725,3.021675,1.00344825,4.402285,0.02906,3037.0825,8935.6475,860.03925,29.801575,87.674275,8.4260625
"1248","Kidney and other urinary organ cancers","Female","45-64",675.3215,1854.0825,126.1315,6.81643,18.55865,1.3030655,18239.25,39226.175,7982.44,183.47525,392.73,80.8761
"1249","Kidney and other urinary organ cancers","Female","65+",1871.147,4039.15,735.375,15.5048,34.51605,5.50699,35593.7,70829.35,18777.055,317.156,641.232,160.794
"1250","Kidney and other urinary organ cancers","Male","00-14",45.5446,222.7165,0,0.374945,1.6881285,0,2207.375,7029.125,639.465,15.2823,46.657,4.516855
"1251","Kidney and other urinary organ cancers","Male","15-24",13.48771,133.0187,0,0.12431615,1.2239905,0,1342.346,6645.16,108.6845,12.38396,61.26745,1.0023765
"1252","Kidney and other urinary organ cancers","Male","25-44",158.242475,600.2405,10.65065,1.52787725,5.7840575,0.101929,5465.2125,15953.185,2031.73625,52.732325,153.626525,19.62926
"1253","Kidney and other urinary organ cancers","Male","45-64",1285.437,3172.825,365.7665,13.715375,33.63815,4.0235525,40908.325,90688.6,22033.375,433.87225,954.427,235.8075
"1254","Kidney and other urinary organ cancers","Male","65+",2887,6028.55,1399.77,32.1772,67.96475,14.93835,60051.3,119230.7,38328.65,706.342,1413.385,443.0775
"1255","Larynx cancer","Female","15-24",0.585988,0,0,0.005691095,0,0,11.388685,60.4687,0.542408,0.1104247,0.5863325,0.00526011
"1256","Larynx cancer","Female","25-44",7.954327,79.6281,0,0.0778525925,0.77798275,0,248.662,735.82425,58.22261,2.42598775,7.20242,0.56412465
"1257","Larynx cancer","Female","45-64",111.664875,431.678,3.484725,1.14015425,4.3260475,0.04025425,2725.275,6267.1425,990.6925,27.3848,62.5571,10.0842725
"1258","Larynx cancer","Female","65+",269.6825,657.641,65.6614,2.367605,6.361485,0.482736,3876.355,7445.34,1773.125,37.5396,75.94515,15.88575
"1259","Larynx cancer","Male","15-24",1.17639,15.13375,0,0.0108847,0.1397925,0,31.48855,88.81375,8.478135,0.2900275,0.8182335,0.07796655
"1260","Larynx cancer","Male","25-44",18.7112175,124.730525,0,0.180110525,1.205777,0,560.35075,1291.7505,205.3233,5.39833075,12.4458575,1.9768765
"1261","Larynx cancer","Male","45-64",394.53575,1020.084,71.172725,4.283525,10.90582,0.80901975,9398.3525,18833.9425,4176.4825,100.31005,199.77675,44.716325
"1262","Larynx cancer","Male","65+",932.27,1832.905,382.251,10.481625,21.3641,3.99192,12354.765,23433.4,5508.145,149.448,286.6495,65.17275
"1263","Lead exposure","Female","00-14",3.9667165,22.832535,0,0.02235926,0.13653885,0,0,0,0,0,0,0
"1264","Lead exposure","Female","25-44",1326.2305,3297.3775,166.038975,13.05527,32.4691,1.63215475,5293.7675,12905.815,665.65405,51.9512,126.737925,6.524837
"1265","Lead exposure","Female","45-64",1861.385,2949.0475,964.32125,18.7750725,29.779525,9.7445525,8182.9475,12772.9875,4354.7375,82.430525,128.7571,44.038875
"1266","Lead exposure","Female","65+",5882.66,9192.03,3227.955,46.9837,73.6252,25.6316,33111.55,51605.7,18218.555,251.748,392.6235,138.20165
"1267","Lead exposure","Male","00-14",7.73539,44.78685,0,0.04105415,0.2460695,0,0,0,0,0,0,0
"1268","Lead exposure","Male","25-44",355.001,545.9055,189.52065,3.435785,5.282205,1.835238,2586.5745,3947.2465,1377.685,25.01301,38.166315,13.33097
"1269","Lead exposure","Male","45-64",2028.21,3172.365,1140.5205,21.7971,34.047275,12.2621225,16090.7,24085.275,9161.7925,170.355025,254.81875,97.083
"1270","Lead exposure","Male","65+",5533.26,8520.7,3067.87,60.0066,92.3021,33.19805,33338.35,49822.65,19334.715,364.252,543.8115,211.3615
"1271","Leprosy","Female","00-14",0.08633485,0,0,0.0005418535,0,0,0,0,0,0,0,0
"1272","Leprosy","Female","15-24",0.1070393,0,0,0.0010422995,0,0,0,0,0,0,0,0
"1273","Leprosy","Female","25-44",0.114732425,0,0,0.00113918925,0,0,0,0,0,0,0,0
"1274","Leprosy","Female","45-64",0.075066075,0,0,0.0007162675,0,0,0,0,0,0,0,0
"1275","Leprosy","Female","65+",0.10646725,1.39474,0,0.0009371985,0.0084548,0,0,0,0,0,0,0
"1276","Leprosy","Male","00-14",0.09965195,0,0,0.000614138,0,0,0,0,0,0,0,0
"1277","Leprosy","Male","15-24",0.1052515,0,0,0.0009732465,0,0,0,0,0,0,0,0
"1278","Leprosy","Male","25-44",0.090319225,0,0,0.0008694375,0,0,0,0,0,0,0,0
"1279","Leprosy","Male","45-64",0.113627625,0,0,0.0011181785,0,0,0,0,0,0,0,0
"1280","Leprosy","Male","65+",0.0947184,1.356885,0,0.0010246295,0.01179805,0,0,0,0,0,0,0
"1281","Leukemia","Female","00-14",228.2735,654.378,19.68825,1.782497,4.927915,0.191491,9269.405,15564.5,4817.705,63.81885,106.02405,32.63245
"1282","Leukemia","Female","15-24",73.12265,350.9485,0,0.71167,3.41493,0,6247.95,10882.1,2890.74,60.792,105.8745,28.1282
"1283","Leukemia","Female","25-44",97.1503,413.7195,0,0.95711375,4.0836125,0,6593.0775,11518.855,3414.38,65.062075,113.688225,33.680625
"1284","Leukemia","Female","45-64",364.11825,967.4775,33.17395,3.67823,9.6532975,0.3555295,16202.525,25914.375,9134.915,161.859,257.93825,91.310275
"1285","Leukemia","Female","65+",1561.2995,2806.9,626.651,11.88258,22.27795,4.286205,39450.6,56494.85,22513.75,327.9095,474.2115,186.7765
"1286","Leukemia","Male","00-14",276.775,775.399,33.354,2.058195,5.61438,0.28013515,11995.02,18994,7192.335,77.7878,126.9965,45.77805
"1287","Leukemia","Male","15-24",107.84135,443.319,0,0.998082,4.10162,0,10268.65,17356.65,5611.805,94.96545,160.543,51.9028
"1288","Leukemia","Male","25-44",129.4871,488.92575,0,1.2465115,4.705625,0,9018.705,14808.5,5005.49,86.532875,142.065,48.039575
"1289","Leukemia","Male","45-64",565.73575,1313.33475,98.86575,6.0859325,13.9218475,1.13331725,23045.9,34951.15,15085.02,246.6245,371.97475,162.190375
"1290","Leukemia","Male","65+",2023.001,3405.01,1026.781,21.30325,37.20725,10.20209,59851.55,78700,40174.75,659.723,884.061,440.088
"1291","Liver cancer","Female","00-14",2.2201,18.1192,0,0.0112857,0.0921068,0,1064.8,3065.87,180.166,5.41281,15.585,0.915853
"1292","Liver cancer","Female","15-24",1.583785,6.55295,0,0.01539525,0.063425,0,706.426,2477.48,103.15145,6.875575,24.1171,1.0032785
"1293","Liver cancer","Female","25-44",9.2205525,103.544875,0,0.0905832,1.01777675,0,2096.358,4818.645,715.935,20.62126,47.434175,7.0249625
"1294","Liver cancer","Female","45-64",115.45285,491.15825,0,1.1709925,4.8945775,0,13268.5925,21377.125,6398.8575,133.341075,214.1595,64.7153
"1295","Liver cancer","Female","65+",363.5995,867.31,64.6545,2.9648,7.679695,0.3919285,27261.15,37488.6,15477.645,238.5865,339.9605,130.0545
"1296","Liver cancer","Male","00-14",2.9996,14.8417,0,0.0145723,0.0721019,0,1307.8,3398.08,338.023,6.3534,16.5081,1.64214
"1297","Liver cancer","Male","15-24",1.533405,9.44871,0,0.014147505,0.08706945,0,844.95,2335.44,233.5995,7.81156,21.5941,2.158895
"1298","Liver cancer","Male","25-44",22.0753,184.734075,0,0.213001525,1.7947785,0,4195.555,7791.975,2055.1145,40.4397,75.0692,19.8202825
"1299","Liver cancer","Male","45-64",348.749,956.87425,17.18415,3.69697,9.998455,0.1900895,41758.875,61833.875,18133.675,438.90625,647.187,191.993425
"1300","Liver cancer","Male","65+",480.5285,998.152,118.41875,5.56951,12.02015,1.1290975,46811.35,62108.7,28512.7,554.537,751.8565,333.75
"1301","Liver cancer secondary to alcohol use","Female","15-24",NA,NA,NA,NA,NA,NA,79.85605,278.448,12.42444,0.7752175,2.70311,0.12053985
"1302","Liver cancer secondary to alcohol use","Female","25-44",3.027215,18.26686,0,0.029785125,0.179281775,0,678.72125,1526.29025,236.6409,6.6801175,15.0419775,2.32253975
"1303","Liver cancer secondary to alcohol use","Female","45-64",31.9088,267.1935,0,0.321889,2.6203,0,3787.0925,6221.99,1812.5725,37.835275,61.9237,18.2189
"1304","Liver cancer secondary to alcohol use","Female","65+",96.00025,339.906,2.468085,0.7529065,3.018135,0.0149613,7484.21,10513.08,4158.295,64.484,93.29785,34.41685
"1305","Liver cancer secondary to alcohol use","Male","15-24",0.1844472,0,0,0.001694435,0,0,110.5232,302.81,31.23845,1.0182575,2.7903,0.2877365
"1306","Liver cancer secondary to alcohol use","Male","25-44",7.44532375,96.895925,0,0.07188778,0.93903,0,1425.3625,2626.85,700.23,13.7569575,25.3477325,6.7620575
"1307","Liver cancer secondary to alcohol use","Male","45-64",101.164575,432.1655,0,1.0652005,4.47622,0,12810.51,19316.425,5519.295,133.8834,200.93875,58.012375
"1308","Liver cancer secondary to alcohol use","Male","65+",138.83745,390.8685,7.2023,1.594115,4.78392,0.0626235,13708.97,18665.05,8170.025,160.9565,223.894,94.8435
"1309","Liver cancer secondary to hepatitis B","Female","00-14",0.0112987,0,0,5.74359e-05,0,0,54.2195,161.182,9.50669,0.27562,0.81935,0.0483263
"1310","Liver cancer secondary to hepatitis B","Female","15-24",0.1071875,0,0,0.001046156,0,0,58.1314,198.978,8.44732,0.565679,1.936685,0.08214595
"1311","Liver cancer secondary to hepatitis B","Female","25-44",0.606675825,3.067325,0,0.00593390075,0.029499,0,205.973425,464.6545,70.8587,2.02490925,4.5727275,0.6951465
"1312","Liver cancer secondary to hepatitis B","Female","45-64",12.69937,159.7621,0,0.129670325,1.614133,0,1532.94025,2514.3575,723.0785,15.47315,25.306475,7.34907
"1313","Liver cancer secondary to hepatitis B","Female","65+",44.2004,215.34,0,0.3638985,2.05628,0,3305.94,4618.405,1870.0765,29.09275,41.7191,15.7126
"1314","Liver cancer secondary to hepatitis B","Male","00-14",0.323767,0,0,0.00157288,0,0,100.102,246.811,27.8252,0.486303,1.19902,0.135177
"1315","Liver cancer secondary to hepatitis B","Male","15-24",0.225975,0,0,0.00209078,0,0,109.67405,302.7145,30.3419,1.013708,2.79859,0.2804105
"1316","Liver cancer secondary to hepatitis B","Male","25-44",2.98167575,40.3647,0,0.02870787,0.3876265,0,629.29175,1171.82425,307.3999,6.065855,11.289905,2.9638515
"1317","Liver cancer secondary to hepatitis B","Male","45-64",64.52265,343.67275,0,0.68771075,3.5854025,0,7333.89,10848.8125,3165.2075,77.4845,114.18855,33.769075
"1318","Liver cancer secondary to hepatitis B","Male","65+",91.34395,307.1765,2.527455,1.060115,3.86118,0.0219761,8738.39,11841.435,5239.52,103.85855,143.4665,62.05825
"1319","Liver cancer secondary to hepatitis C","Female","00-14",0.172754,0,0,0.000878176,0,0,40.815,119.649,6.82516,0.207479,0.608225,0.034695
"1320","Liver cancer secondary to hepatitis C","Female","15-24",NA,NA,NA,NA,NA,NA,43.44345,152.829,6.436545,0.4227525,1.487505,0.06257935
"1321","Liver cancer secondary to hepatitis C","Female","25-44",1.16300325,4.27545,0,0.01130649,0.04111775,0,271.163425,600.906,96.9445,2.6488555,5.8742675,0.94509825
"1322","Liver cancer secondary to hepatitis C","Female","45-64",45.161325,301.00625,0,0.4676295,3.0144875,0,5064.905,8217.4825,2434.28375,51.9491,84.05045,25.0900425
"1323","Liver cancer secondary to hepatitis C","Female","65+",188.40055,532.828,12.4836,1.5503,4.80606,0.0756745,13843.655,19506.95,7765.7,121.292,176.7995,65.5962
"1324","Liver cancer secondary to hepatitis C","Male","00-14",0.168435,0,0,0.000818267,0,0,42.264,100.755,11.7993,0.205321,0.489476,0.0573216
"1325","Liver cancer secondary to hepatitis C","Male","15-24",0.03462245,0,0,0.000320822,0,0,46.3505,130.4325,12.4926,0.4284185,1.20582,0.1154355
"1326","Liver cancer secondary to hepatitis C","Male","25-44",2.3636405,12.40535,0,0.0228236475,0.11996075,0,478.3305,863.93725,240.99995,4.604545,8.31754,2.31968625
"1327","Liver cancer secondary to hepatitis C","Male","45-64",113.248,475.231,0,1.22714425,5.0232775,0,13381.815,19873.8075,5667.4825,143.990575,213.091225,61.587625
"1328","Liver cancer secondary to hepatitis C","Male","65+",207.191,519.4365,17.1673,2.40615,6.310495,0.149269,20328.2,27260.85,12231.845,240.9635,329.693,143.2615
"1329","Low back and neck pain","Female","00-14",101536,141109,70199.9,516.15,717.315,356.854,NA,NA,NA,NA,NA,NA
"1330","Low back and neck pain","Female","15-24",133801.5,186670.5,90973.9,1301.17,1815.41,884.6685,NA,NA,NA,NA,NA,NA
"1331","Low back and neck pain","Female","25-44",202988,277869.25,140549.25,2005.0475,2744.76,1388.155,NA,NA,NA,NA,NA,NA
"1332","Low back and neck pain","Female","45-64",264305.75,358397.25,183742.5,2568.155,3484.4925,1784.8775,NA,NA,NA,NA,NA,NA
"1333","Low back and neck pain","Female","65+",302921,412710,209541.5,2642.835,3613.245,1830.645,NA,NA,NA,NA,NA,NA
"1334","Low back and neck pain","Male","00-14",100170,137675,67622.8,486.632,668.833,328.516,NA,NA,NA,NA,NA,NA
"1335","Low back and neck pain","Male","15-24",126156,173104.5,85349.6,1166.57,1600.615,789.296,NA,NA,NA,NA,NA,NA
"1336","Low back and neck pain","Male","25-44",185372.5,253826,126249,1784.6575,2443.64,1215.5245,NA,NA,NA,NA,NA,NA
"1337","Low back and neck pain","Male","45-64",233847,314917.75,160669,2375.2475,3198.8725,1631.4375,NA,NA,NA,NA,NA,NA
"1338","Low back and neck pain","Male","65+",220746,297097,151693.6,2530.62,3408.13,1737.715,NA,NA,NA,NA,NA,NA
"1339","Low back pain","Female","00-14",42512.2,62037.5,27431.8,216.106,315.361,139.447,0,0,0,0,0,0
"1340","Low back pain","Female","15-24",68729.05,98379.45,46113.75,668.052,956.3305,448.1705,0,0,0,0,0,0
"1341","Low back pain","Female","25-44",112877.75,158095,76920.575,1115.1945,1561.6575,760.02875,0,0,0,0,0,0
"1342","Low back pain","Female","45-64",146062,202155.75,100209.8,1425.16,1972.275,977.818,0,0,0,0,0,0
"1343","Low back pain","Female","65+",193363.5,265807.5,131898.4,1659.23,2282.475,1134.025,0,0,0,0,0,0
"1344","Low back pain","Male","00-14",51966.7,74340.2,33320.3,252.458,361.15,161.872,0,0,0,0,0,0
"1345","Low back pain","Male","15-24",74437.8,104827.3,49274.35,688.0475,968.96,455.4175,0,0,0,0,0,0
"1346","Low back pain","Male","25-44",116993,163363.5,77786.2,1125.98075,1571.8625,748.76725,0,0,0,0,0,0
"1347","Low back pain","Male","45-64",148960.25,204671.5,100707.875,1517.2075,2083.8625,1025.9035,0,0,0,0,0,0
"1348","Low back pain","Male","65+",156758.8,215147,105178.6,1774.575,2436.19,1193.495,0,0,0,0,0,0
"1349","Low bone mineral density","Female","45-64",3522.18666666667,6599.7,1185.09133333333,36.2508666666667,67.8292666666667,12.09932,3722.63333333333,6931.29666666667,1176.89666666667,38.5112,72.0642333333333,11.98495
"1350","Low bone mineral density","Female","65+",14213.53,26836.02,3354.5,109.2887,202.5365,30.0416,18962.46,34993.24,3938.97,140.8251,258.852,31.837
"1351","Low bone mineral density","Male","45-64",4900.68666666667,9478.97666666667,1535.41133333333,54.2256333333333,104.0408,17.4114266666667,6655.49,12056.3333333333,2054.37666666667,73.4227666666667,132.8213,23.0403333333333
"1352","Low bone mineral density","Male","65+",17528.865,28283.4,9515.59,181.417,294.606,97.3239,27494.085,43052.85,11667.04,275.4375,434.1495,113.7454
"1353","Lower respiratory infections","Female","00-14",2932.145,4644.605,1685.11,23.3601,36.9969,13.518575,14093.04,20072.21,9551.435,125.52975,177.721,85.97995
"1354","Lower respiratory infections","Female","15-24",382.966,795.903,82.4289,3.726735,7.7443,0.8024645,4470.735,7638.385,2327.015,43.4503,74.2395,22.6138
"1355","Lower respiratory infections","Female","25-44",565.617,1081.61475,209.57475,5.58577,10.6899875,2.0686375,9541.4225,14908.2425,5535.62,94.001975,146.95885,54.505
"1356","Lower respiratory infections","Female","45-64",1478.821,2452.8575,766.931,14.7872775,24.43215,7.745205,28070.325,41512.525,17854.075,280.67225,414.21775,178.97375
"1357","Lower respiratory infections","Female","65+",8627.02,12403.1,5704.825,62.2153,90.38035,40.49165,152434.45,219595.8,113806.7,1088.911,1567.821,802.066
"1358","Lower respiratory infections","Male","00-14",3462.21,5534.025,1972.59,26.77715,42.74395,15.34588,17193.825,25652.32,10785.47,149.0475,221.5662,93.9231
"1359","Lower respiratory infections","Male","15-24",413.519,842.2765,96.48255,3.8264,7.794585,0.8928205,5450.795,9293.845,2849.72,50.32425,85.8107,26.3113
"1360","Lower respiratory infections","Male","25-44",594.97175,1141.27125,213.5845,5.7245425,10.9769975,2.0562175,11475.97,18645.55,6616.3575,110.469175,179.404,63.71545
"1361","Lower respiratory infections","Male","45-64",1488.955,2475.735,791.74525,15.7097,26.05615,8.43498,36275.35,52997.6,24217.85,383.4685,558.60475,257.05075
"1362","Lower respiratory infections","Male","65+",6538.205,9328.935,4367.58,65.7234,94.57735,43.35515,151533.85,216533.95,114327.1,1514.439,2163.72,1132.768
"1363","Lung cancer","Female","15-24",4.64425,82.6994,0,0.0450193,0.800936,0,451.6745,1131.2525,128.31515,4.383185,10.976875,1.2455515
"1364","Lung cancer","Female","25-44",95.3567,432.80825,0,0.9305035,4.24792,0,11580.875,23735.825,6125.203,113.08195,231.7901,59.708975
"1365","Lung cancer","Female","45-64",1719.9445,3506.34,597.228125,17.7444075,35.737875,6.357872,150987.775,242137.75,96301.25,1538.171,2448.2825,978.5595
"1366","Lung cancer","Female","65+",6682.55,10884.335,3203.22,55.9478,93.13675,26.81355,313782.5,416867,170078,2918.035,3950.565,1617.11
"1367","Lung cancer","Male","15-24",4.92471,85.1716,0,0.04540785,0.78275,0,634.383,1267.9565,277.522,5.85057,11.697985,2.559025
"1368","Lung cancer","Male","25-44",85.2531175,389.433,0,0.822144725,3.752405,0,11475.71,21153.89,6902.04325,110.66495,203.921325,66.5224225
"1369","Lung cancer","Male","45-64",2078.666,3927.2175,893.2677,22.9314825,42.809875,10.18913025,202916.575,304575,152751.8,2206.379,3280.7,1665.179
"1370","Lung cancer","Male","65+",7918.84,11827.33,4607.495,86.7118,131.194,49.7975,425077.5,528572,287687,5001.165,6222.395,3401.995
"1371","Macular degeneration","Female","45-64",912.72675,1568.44575,444.401,9.6415625,16.3974075,4.8009375,0,0,0,0,0,0
"1372","Macular degeneration","Female","65+",12345.715,17320.49,8646.56,86.6388,122.7683,59.63805,0,0,0,0,0,0
"1373","Macular degeneration","Male","45-64",648.0759,1126.22175,303.56775,7.293857,12.508685,3.5065475,0,0,0,0,0,0
"1374","Macular degeneration","Male","65+",5814.08,8077.32,3959.609,57.66805,81.32465,38.56465,0,0,0,0,0,0
"1375","Major depressive disorder","Female","00-14",70435.7353,101180.6065,45634.05,358.2577395,515.09181,231.976,0,0,0,0,0,0
"1376","Major depressive disorder","Female","15-24",129075.5,190926,83087.25,1255.32,1856.85,808.0495,0,0,0,0,0,0
"1377","Major depressive disorder","Female","25-44",153917,219688.75,100281.625,1520.9975,2170.9975,990.99575,0,0,0,0,0,0
"1378","Major depressive disorder","Female","45-64",160971.5,230540.5,106349.5,1553.13,2223.885,1027.64975,0,0,0,0,0,0
"1379","Major depressive disorder","Female","65+",138718.7,197442,91744.6,1219.09,1736.5,806.2865,0,0,0,0,0,0
"1380","Major depressive disorder","Male","00-14",43951.15405,64762.549,28138.65,213.635526,315.148405,136.6995,0,0,0,0,0,0
"1381","Major depressive disorder","Male","15-24",81591.25,120838.5,53556.85,754.3245,1117.125,495.186,0,0,0,0,0,0
"1382","Major depressive disorder","Male","25-44",94229.075,136129.25,61967,905.2195,1307.9125,595.23775,0,0,0,0,0,0
"1383","Major depressive disorder","Male","45-64",90867.025,132701.325,59922.225,916.19975,1337.895,604.25125,0,0,0,0,0,0
"1384","Major depressive disorder","Male","65+",60701.75,86977.85,40886.9,711.253,1019.233,476.9585,0,0,0,0,0,0
"1385","Malaria","Female","00-14",241.887,1747.814,0,1.482665,10.641245,0,0,0,0,0,0,0
"1386","Malaria","Female","15-24",101.72385,882.382,0,0.9907825,8.597225,0,0,0,0,0,0,0
"1387","Malaria","Female","25-44",21.1857225,192.34025,0,0.208887,1.8984225,0,0,0,0,0,0,0
"1388","Malaria","Female","45-64",3.0475975,42.2627,0,0.02900825,0.393701,0,0,0,0,0,0,0
"1389","Malaria","Female","65+",2.361185,26.82135,0,0.0201832,0.1625885,0,0,0,0,0,0,0
"1390","Malaria","Male","00-14",6.16916,96.9802,0,0.03707035,0.629268,0,0,0,0,0,0,0
"1391","Malaria","Male","15-24",3.488345,83.3413,0,0.03225495,0.7705745,0,0,0,0,0,0,0
"1392","Malaria","Male","25-44",1.73879825,0,0,0.0165569,0,0,0,0,0,0,0,0
"1393","Malaria","Male","45-64",0.48503025,0,0,0.004786105,0,0,0,0,0,0,0,0
"1394","Malaria","Male","65+",0.4320815,0,0,0.00482143,0,0,0,0,0,0,0,0
"1395","Male infertility","Male","15-24",343.762,789.717,116.827,3.15596,7.25013,1.07255,0,0,0,0,0,0
"1396","Male infertility","Male","25-44",619.907,1375.9725,219.2935,5.9689825,13.2459225,2.1113575,0,0,0,0,0,0
"1397","Malignant melanoma of skin","Female","15-24",61.6534,289.949,0,0.598041,2.8156,0,649.27,1615.317,191.462,6.30027,15.67297,1.8581285
"1398","Malignant melanoma of skin","Female","25-44",296.478,796.087,48.227075,2.9239225,7.8586325,0.47458975,3233.4275,6587.7925,1312.35425,31.878,64.97955,12.937795
"1399","Malignant melanoma of skin","Female","45-64",599.93975,1495.475,127.4095,5.8926825,14.626125,1.26323575,7705.79,14212.6,3333.885,75.435675,138.43775,32.56215
"1400","Malignant melanoma of skin","Female","65+",1115.67,2265.82,380.899,9.14893,19.646,2.7994,9941.93,15912.45,4320.475,88.861,146.8215,37.44485
"1401","Malignant melanoma of skin","Male","15-24",42.29715,229.788,0,0.3898335,2.12159,0,1083.1625,3062.75,369.997,9.97661,28.20185,3.40744
"1402","Malignant melanoma of skin","Male","25-44",251.31525,793.34275,30.997875,2.4242775,7.6478775,0.300312,5742.085,14671.91,2404.815,55.404375,141.70275,23.219025
"1403","Malignant melanoma of skin","Male","45-64",977.2905,2483.63,246.595,10.3907725,26.285075,2.6732675,17431.95,35108.15,8021.4225,182.213,364.8595,83.629375
"1404","Malignant melanoma of skin","Male","65+",2242.785,4358.205,766.3755,24.163,48.7411,7.85694,22470.65,37434.35,8894.375,261.0795,452.1915,101.2654
"1405","Maternal disorders","Female","15-24",1194.157,2881.795,356.592,11.588705,27.96555,3.4579,4917.74,8453.155,2163.3,47.74005,82.0648,21.0024
"1406","Maternal disorders","Female","25-44",3235.5525,11083.5125,641.48675,31.89815,109.2244,6.3511925,6203.42,10693.7025,2694.685,61.458575,105.96525,26.66215
"1407","Maternal disorders","Female","45-64",2631.07725,11024.4255,183.43225,23.62463025,99.14708,1.6181425,877.1575,1376.38,537.14,7.715575,12.1068,4.72475
"1408","Maternal hemorrhage","Female","15-24",148.99205,346.73,32.1139,1.445965,3.366545,0.3110053,252.9075,434.5835,111.1914,2.454785,4.218375,1.079335
"1409","Maternal hemorrhage","Female","25-44",128.697,292.7369,29.39024,1.276444,2.9019245,0.29102945,463.4665,796.8405,202.104,4.5959,7.90385,2.0012175
"1410","Maternal hemorrhage","Female","45-64",1.18334,26.5005,0,0.0104088,0.233101,0,302.955,475.377,185.519,2.66483,4.18147,1.63184
"1411","Maternal sepsis","Female","15-24",33.3538,253.5955,0,0.3236695,2.463775,0,223.687,384.5785,98.4343,2.171705,3.73392,0.9557415
"1412","Maternal sepsis","Female","25-44",25.3116575,209.01025,0,0.2496576,2.0616825,0,202.0355,349.559,87.249075,1.9996,3.460055,0.862588
"1413","Maternal sepsis","Female","45-64",2.87133,0,0,0.0252566,0,0,87.9404,137.99,53.8515,0.773534,1.21378,0.473684
"1414","Measles","Female","00-14",0.0388998,0,0,0.000378346,0,0,92.53935,365.4585,14.22848,0.795075,3.172835,0.12085045
"1415","Measles","Female","15-24",0,0,0,0,0,0,17.47135,65.51895,1.67304,0.1701305,0.6378205,0.0162999
"1416","Measles","Female","25-44",0,0,0,0,0,0,24.030925,87.6968,2.59859,0.236341,0.86203775,0.0255016
"1417","Measles","Female","45-64",0,0,0,0,0,0,48.6022666666667,156.636333333333,9.58005333333333,0.441894666666667,1.42886333333333,0.0866642666666667
"1418","Measles","Male","00-14",0.04156535,0,0,0.000385946,0,0,75.54115,276.6875,13.001265,0.619107,2.2864755,0.105979
"1419","Measles","Male","15-24",0.0317279,0,0,0.000295653,0,0,25.62895,109.12575,2.255145,0.2372325,1.01011,0.0208789
"1420","Measles","Male","25-44",0,0,0,0,0,0,25.91725,95.94645,2.41905,0.248309,0.9205955,0.023124325
"1421","Measles","Male","45-64",0,0,0,0,0,0,46.5877666666667,154.9255,7.99947333333333,0.437283666666667,1.45077466666667,0.0754276
"1422","Mechanical forces (firearm)","Female","00-14",53.06734,121.7107,12.86265,0.2792097,0.6615355,0.065386,664.297,2315.185,161.756,4.547565,15.98555,1.073865
"1423","Mechanical forces (firearm)","Female","15-24",199.036,399.3,66.6135,1.934345,3.8817,0.6469815,707.854,2234.705,177.1485,6.882745,21.74,1.72152
"1424","Mechanical forces (firearm)","Female","25-44",285.989,510.14725,126.26,2.82967,5.0476125,1.249315,609.7445,1912.2075,155.46425,6.0263225,18.904275,1.5377925
"1425","Mechanical forces (firearm)","Female","45-64",191.74855,344.00275,87.2409,1.790984,3.219435,0.8106745,366.86925,1212.03525,67.33945,3.4522325,11.426655,0.63557875
"1426","Mechanical forces (firearm)","Female","65+",51.70435,92.56195,21.1903,0.5607925,1.029365,0.213302,184.067,479.402,41.24735,1.855045,5.01109,0.361233
"1427","Mechanical forces (firearm)","Male","00-14",201.4289,389.5897,83.582,1.0092015,1.997131,0.4060465,2573.145,6775.435,1090.5365,15.19335,38.7447,6.38259
"1428","Mechanical forces (firearm)","Male","15-24",775.7615,1281.78,396.8445,7.171605,11.8524,3.667655,7423.355,21991.05,2353.785,68.69,203.49,21.78375
"1429","Mechanical forces (firearm)","Male","25-44",690.96975,1109.8995,390.6625,6.6190675,10.6252,3.742805,2935.7725,8138.935,1005.63875,27.981775,77.617225,9.583635
"1430","Mechanical forces (firearm)","Male","45-64",398.18575,636.66175,217.6235,3.948335,6.3179325,2.152905,1525.004,3730.655,519.17225,15.09435,36.78615,5.11905
"1431","Mechanical forces (firearm)","Male","65+",201.6165,343.499,105.66405,2.5553,4.35972,1.338465,807.757,1531.295,353.838,9.989685,19.71755,4.11542
